0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2.9,16
2.9,16
2.9,16
3,18
3,18
3.2,22
3.5,25
3.5,25
3.6,23
3.6,26
3.7,33
3.7,27
3.7,29
3.7,28
3.7,28
3.8,32
3.8,31
3.8,34
3.8,30
3.8,28
3.8,28
3.9,35
3.9,35
3.9,29
4,40
4,33
4.1,38
4.2,40
4.3,38
4.4,52
4.4,46
4.5,45
4.5,46
4.6,46
4.9,56
4.9,55
5,59
5.2,66
5.3,81
5.8,90
5.9,101
5.9,104
6.1,118
6.2,109
6.3,113
6.3,112
6.4,165
6.4,134
6.4,124
6.4,118
6.5,127
6.5,130
6.5,119
6.5,126
6.5,125
6.5,125
6.6,132
6.6,133
6.7,171
6.7,150
6.7,137
6.7,137
6.7,136
6.7,137
6.7,135
6.7,139
6.8,168
6.8,149
6.8,154
6.8,142
6.8,152
6.8,142
6.8,143
6.8,134
6.8,140
6.8,143
6.8,140
6.8,142
6.9,162
6.9,152
6.9,145
6.9,146
6.9,150
6.9,150
6.9,146
6.9,151
7,162
7,148
7,153
7,175
7,167
7,160
7,160
7,145
7,145
7,155
7,156
7,148
7,155
7,154
7,156
7,154
7,159
7,152
7.1,170
7.1,173
7.1,172
7.1,157
7.1,167
7.1,158
7.1,159
7.1,165
7.1,170
7.1,157
7.1,153
7.1,164
7.1,149
7.1,156
7.1,163
7.1,156
7.1,161
7.1,158
7.2,185
7.2,192
7.2,172
7.2,158
7.2,161
7.2,166
7.2,158
7.2,162
7.2,156
7.2,166
7.2,159
7.2,159
7.2,177
7.2,168
7.2,164
7.3,180
7.3,171
7.3,178
7.3,188
7.3,170
7.3,174
7.3,165
7.3,184
7.3,162
7.3,169
7.3,175
7.3,171
7.3,187
7.3,172
7.3,171
7.3,162
7.3,157
7.3,176
7.3,178
7.4,173
7.4,173
7.4,174
7.4,199
7.4,181
7.4,182
7.4,181
7.4,180
7.4,168
7.4,176
7.4,170
7.4,189
7.4,183
7.4,186
7.4,192
7.4,186
7.4,188
7.4,187
7.4,178
7.4,172
7.4,168
7.4,188
7.4,174
7.4,181
7.4,184
7.4,178
7.4,198
7.5,194
7.5,193
7.5,178
7.5,192
7.5,199
7.5,194
7.5,198
7.5,206
7.5,190
7.5,187
7.5,183
7.5,188
7.5,198
7.5,163
7.5,185
7.5,192
7.5,176
7.5,198
7.5,181
7.5,187
7.5,188
7.5,164
7.5,185
7.5,188
7.5,196
7.5,184
7.5,194
7.6,190
7.6,179
7.6,196
7.6,177
7.6,187
7.6,206
7.6,181
7.6,186
7.6,192
7.6,203
7.6,206
7.6,185
7.6,187
7.6,202
7.6,189
7.6,193
