2.578323676645453588e+00,2.590498114948271535e+00
4.471942193755563011e+00,1.823033261360852864e+00
3.254061112887451923e+00,1.738031246622052217e+00
2.560915605189577615e+00,4.440590750327649161e+00
8.926973931682651298e-01,4.256820212671138748e+00
2.029804905937221626e+00,4.104188906530866987e+00
2.182114169138555049e+00,4.359799237504430103e+00
1.716620516378457140e+00,3.074432994792033025e+00
1.809433332716450016e+00,2.926525749914886898e+00
5.020769516129016452e+00,2.120823840803589100e+00
1.797009663534344215e+00,2.931783123909938560e+00
6.177003242649581338e-01,1.945530929346225735e+00
1.635559793531111250e+00,3.844936546345145256e+00
-9.645795939397237007e-01,3.425001510604360977e+00
9.586250493588430732e-01,3.121092070987785405e+00
1.499288639398288048e+00,2.868511820402444013e+00
2.733837792412709522e+00,4.080646848749868383e+00
3.222700734616815943e+00,2.537402396268953364e+00
3.960395063521747527e+00,2.831487737775694846e+00
1.978003922858399211e+00,3.275560388042767723e+00
2.031341122707946756e+00,4.551886251288808083e+00
2.069463014345058305e+00,1.795270631712462706e+00
9.755177139140194242e-01,4.441914237603714177e+00
1.452569459153142173e+00,2.089875601986685538e+00
2.222643237695763219e+00,3.661225558572045902e+00
3.619959248203845625e+00,2.823903091086856776e+00
3.517761322044642203e+00,2.213026772022188560e+00
2.408901567428192614e+00,3.976771446958346168e+00
2.648859714119057962e+00,3.339787301671932607e+00
1.258871546233943484e+00,3.036268540429675422e+00
1.550400735750567582e+00,2.005915142404618212e+00
1.726441089015133379e+00,3.483986856224038142e+00
2.161659727940112852e+00,2.243225192034072890e+00
1.501590047236050163e+00,3.236860643433288498e+00
1.415192804683811589e+00,2.210035498830987599e+00
2.179803327839502813e+00,3.143014501665626348e+00
7.524063870760375750e-01,3.276261003702082508e+00
2.159644855426953836e+00,3.701015531900167410e+00
3.091253246278609534e+00,2.044475067200016927e+00
3.351785210589400599e+00,1.672258721309709095e+00
1.274359693283640738e+00,3.449370024726195361e+00
2.305612323761456306e+00,4.937624455745788232e+00
4.704645196407535757e+00,4.454952278499950680e+00
1.160210464467910985e+00,2.427970386517676715e+00
1.716762135839294157e+00,3.623477481941840495e+00
2.802745089496790243e+00,2.446062847686956143e+00
3.698895084522986210e-01,3.551643856393835286e+00
4.676394306523550259e-01,3.399311075100938773e+00
2.834116090034674240e+00,2.526706090710503005e+00
3.050132793061229641e+00,4.234672822293292782e+00
1.276193909299168983e+00,2.430818071535250979e+00
1.070122863005774638e+00,2.747415261046631585e+00
6.366150910626482418e-01,3.364720048969359389e+00
2.397493228982397806e+00,2.341787612733206014e+00
1.065461037090236651e+00,9.310724592068035932e-01
2.433128843908938688e+00,4.164509363968663003e+00
2.581793870376268618e+00,3.323323512505660826e+00
9.190221083722569517e-01,4.364619969320358450e+00
1.032712997406019628e+00,4.244967075623806707e+00
1.313171681238251232e+00,2.923746462453941319e+00
2.132981288285544341e+00,3.214763883440014514e+00
2.331497626181211036e+00,2.374733853681707085e+00
2.994341675413142223e+00,4.024585143747222205e+00
1.710994248431179088e+00,3.038653839993606720e+00
2.466108282215684788e+00,3.579095042778254410e+00
1.873423890578728157e+00,2.723361047933658963e+00
3.179173152590605511e+00,3.443916049585328487e+00
3.230324119277351969e+00,3.495532740034180463e+00
1.908571042852472699e+00,2.313354961531456588e+00
1.645867660081177908e+00,3.492637195201547140e+00
9.241350239438799186e-01,3.807089567597973900e+00
1.795698938839965564e+00,4.044897924128738609e+00
3.372490350344325094e+00,3.890878763387753736e+00
3.183901497661014268e+00,3.330354928257999170e+00
9.575873311729807824e-01,4.312675562820381003e+00
2.043822333336407837e+00,2.657545561505107123e+00
2.906239547655448341e+00,1.529576401370641880e+00
2.252357565345742163e+00,1.956712666292025116e+00
1.958765656404163336e+00,2.926480311791352040e+00
5.209484868831761872e-01,1.847582188580570328e+00
1.343869005553576468e+00,5.176806484964116883e+00
2.702089582345895025e+00,3.935865610273754367e+00
2.599765889335501790e+00,3.192479478086605038e+00
5.261208314923717655e-01,4.142148937581026757e+00
3.171487937924674760e+00,3.248820033075677571e+00
